course_ccode,course_cnumber,prereq_ccode,prereq_cnumber,equi_id
CHEM,318,CHEM,120,1,
CHEM,318,CHEM,315,2,
CHEM,318,CHEM,316,2,
CHEM,322,CHEM,102,1,
CHEM,322,CHEM,120,1,
CHEM,322,CHEN,205,2,
CHEM,322,CHEN,354,3,
CHEM,322,MATH,152,4,
CHEM,322,MATH,172,4,
CHEM,325,CHEM,327,1,
CHEM,326,CHEM,328,1,
CHEM,327,MATH,152,1,
CHEM,327,MATH,172,1,
CHEM,327,PHYS,208,2,
CHEM,327,PHYS,207,2,
CHEM,327,PHYS,218,3,
CHEM,327,PHYS,206,3,
CHEM,328,CHEM,327,1,
CHEM,362,CHEM,102,1,
CHEM,362,CHEM,120,1,
CHEM,415,CHEM,315,1,
CHEM,433,CHEM,362,1,
CHEM,434,CHEM,318,1,
CHEM,434,CHEM,415,2,
CHEM,446,CHEM,228,1,
CHEM,446,CHEM,258,1,
CHEM,483,CHEM,228,1,
CHEM,483,CHEM,258,1,
CHEN,201,ENGR,102,1,
CHEN,201,MATH,151,2,
CHEN,204,CHEM,120,1,
CHEN,204,ENGR,102,2,
CHEN,204,MATH,152,3,
CHEN,204,PHYS,206,4,
CHEN,204,CHEN,201,5,
CHEN,204,ENGR,216,6,
CHEN,204,PHYS,216,6,
CHEN,205,CHEN,201,1,
CHEN,205,CHEN,204,2,
CHEN,304,CHEN,204,1,
CHEN,304,MATH,308,2,
CHEN,304,CHEN,205,3,
CHEN,320,CHEN,205,1,
CHEN,320,MATH,308,2,
CHEN,322,CHEN,204,1,
CHEN,322,CHEN,205,2,
CHEN,322,MATH,251,3,
CHEN,323,CHEN,205,1,
CHEN,323,CHEN,304,2,
CHEN,324,CHEN,323,1,
CHEN,324,CHEN,354,2,
CHEN,354,CHEN,205,1,
CHEN,354,MATH,308,2,
CHEN,364,CHEN,320,1,
CHEN,364,CHEN,323,2,
CHEN,364,CHEN,324,3,
CHEN,374,CHEN,304,1,
CHEN,374,CHEN,354,2,
CHEN,425,CHEN,320,1,
CHEN,425,CHEN,323,2,
CHEN,425,CHEN,354,3,
CHEN,425,CHEN,324,4,
CHEN,425,CHEN,424,4,
CHEN,426,CHEN,322,1,
CHEN,426,CHEN,364,2,
CHEN,426,CHEN,374,3,
CHEN,426,CHEN,425,4,
CHEN,432,CHEN,323,1,
CHEN,432,ENGL,210,2,
CHEN,433,CHEN,324,1,
CHEN,433,CHEN,364,2,
CHEN,433,CHEN,432,3,
CHEN,433,CHEN,461,4,
CHEN,455,CHEN,322,1,
CHEN,461,CHEN,320,1,
CHEN,461,CHEN,364,2,
CHEN,475,CHEN,354,1,
CHEN,475,CHEN,364,2,
CHEN,475,CHEN,464,2,
CHEN,475,CHEM,322,3,
CHEN,478,CHEN,425,1,
CHEN,482,CHEN,205,1,
CHEN,482,CHEN,324,2,
CHEN,482,CHEN,364,3,
CHIN,102,CHIN,101,1,
CHIN,202,CHIN,201,1,
CHIN,302,CHIN,301,1,
CLAS,102,CLAS,101,1,
CLAS,122,CLAS,121,1,
CLAS,222,CLAS,221,1,
CLAS,311,CLAS,211,1,
COMM,302,POLS,206,1,
COMM,308,MATH,140,1,
COMM,308,MATH,142,2,
COMM,308,MATH,140,2,
COMM,308,MATH,151,3,
COMM,308,MATH,140,3,
COMM,308,MATH,152,4,
COMM,308,MATH,140,4,
COMM,308,STAT,201,5,
COMM,308,MATH,140,5,
COMM,308,PHIL,240,6,
COMM,308,MATH,142,6,
COMM,308,MATH,151,7,
COMM,308,MATH,142,7,
COMM,308,MATH,152,8,
COMM,308,MATH,142,8,
COMM,308,STAT,201,9,
COMM,308,MATH,142,9,
COMM,308,PHIL,240,10,
COMM,308,MATH,151,10,
COMM,308,MATH,152,11,
COMM,308,MATH,151,11,
COMM,308,STAT,201,12,
COMM,308,MATH,151,12,
COMM,308,PHIL,240,13,
COMM,308,MATH,152,13,
COMM,308,STAT,201,14,
COMM,308,MATH,152,14,
COMM,308,PHIL,240,15,
COMM,308,STAT,201,15,
COMM,308,PHIL,240,16,
COMM,309,COMM,308,1,
COMM,309,STAT,303,2,
COMM,309,STAT,201,2,
COMM,321,COMM,323,1,
COMM,321,COMM,322,2,
COMM,322,COMM,323,1,
COMM,330,COMM,230,1,
COMM,377,COMM,275,1,
COMM,476,COMM,275,1,
COSC,275,COSC,175,1,
COSC,275,COSC,253,2,
COSC,322,COSC,222,1,
COSC,326,COSC,325,1,
COSC,354,COSC,253,1,
COSC,375,COSC,275,1,
COSC,410,COSC,310,1,
COSC,411,COSC,410,1,
COSC,421,COSC,321,1,
COSC,433,COSC,233,1,
COSC,441,COSC,475,1,
COSC,442,COSC,475,1,
COSC,443,COSC,475,1,
COSC,446,COSC,475,1,
COSC,459,COSC,375,1,
COSC,465,COSC,463,1,
COSC,468,COSC,463,1,
COSC,475,COSC,353,1,
COSC,475,COSC,375,2,
COSC,477,COSC,353,1,
COSC,477,COSC,494,2,
COSC,484,COSC,184,1,
COSC,484,COSC,364,1,
COSC,484,COSC,284,2,
COSC,621,COSC,603,1,
COSC,621,COSC,475,1,
COSC,690,STAT,651,1,
CPSY,688,EPSY,640,1,
CPSY,688,EPSY,641,2,
CSCE,120,ENGR,102,1,
CSCE,120,CSCE,110,1,
CSCE,120,CSCE,111,1,
CSCE,120,CSCE,206,1,
CSCE,120,PHYS,150,1,
CSCE,221,CSCE,120,1,
CSCE,221,CSCE,121,1,
CSCE,221,CSCE,222,2,
CSCE,221,ECEN,222,2,
CSCE,222,MATH,142,1,
CSCE,222,MATH,147,1,
CSCE,222,MATH,151,1,
CSCE,222,MATH,171,1,
CSCE,310,CSCE,221,1,
CSCE,312,CSCE,221,1,
CSCE,313,CSCE,221,1,
CSCE,313,CSCE,312,2,
CSCE,313,CSCE,350,2,
CSCE,313,ECEN,350,2,
CSCE,314,CSCE,221,1,
CSCE,320,STAT,211,1,
CSCE,320,ECEN,303,1,
CSCE,320,STAT,212,2,
CSCE,320,CSCE,222,2,
CSCE,320,MATH,304,3,
CSCE,331,CSCE,313,1,
CSCE,331,CSCE,314,2,
CSCE,331,CSCE,350,2,
CSCE,331,ECEN,350,2,
CSCE,410,CSCE,313,1,
CSCE,410,CSCE,315,2,
CSCE,410,CSCE,331,2,
CSCE,411,CSCE,221,1,
CSCE,411,CSCE,222,2,
CSCE,412,CSCE,315,1,
CSCE,412,CSCE,331,1,
CSCE,413,CSCE,315,1,
CSCE,413,CSCE,331,1,
CSCE,420,CSCE,411,1,
CSCE,421,MATH,304,1,
CSCE,421,MATH,311,1,
CSCE,421,MATH,323,1,
CSCE,421,STAT,211,2,
CSCE,421,STAT,404,3,
CSCE,421,CSCE,221,3,
CSCE,421,ECEN,303,3,
CSCE,421,CSCE,121,4,
CSCE,421,CSCE,120,4,
CSCE,430,CSCE,411,1,
CSCE,431,CSCE,315,1,
CSCE,431,CSCE,331,1,
CSCE,432,CSCE,315,1,
CSCE,432,CSCE,331,1,
CSCE,434,CSCE,315,1,
CSCE,434,CSCE,331,1,
CSCE,435,CSCE,315,1,
CSCE,435,CSCE,331,1,
CSCE,438,CSCE,313,1,
CSCE,441,CSCE,221,1,
CSCE,442,CSCE,221,1,
CSCE,442,MATH,304,2,
CSCE,442,MATH,308,2,
CSCE,443,VIST,386,1,
CSCE,443,CSCE,441,1,
CSCE,445,CSCE,221,1,
CSCE,446,VIST,271,1,
CSCE,446,VIST,272,1,
CSCE,446,CSCE,221,1,
CSCE,446,CSCE,441,1,
CSCE,448,CSCE,315,1,
CSCE,448,CSCE,331,1,
CSCE,448,MATH,304,2,
CSCE,448,MATH,311,2,
CSCE,449,CSCE,221,1,
CSCE,450,CSCE,331,1,
CSCE,450,CSCE,315,1,
CSCE,450,CSCE,441,2,
CSCE,451,CSCE,313,1,
CSCE,452,CSCE,315,1,
CSCE,452,CSCE,331,1,
CSCE,452,MATH,304,2,
CSCE,452,MATH,311,2,
CSCE,462,CSCE,313,1,
CSCE,463,CSCE,313,1,
CSCE,465,CSCE,313,1,
CSCE,465,CSCE,315,2,
CSCE,465,CSCE,331,2,
CSCE,469,ECEN,350,1,
CSCE,469,CSCE,350,1,
CSCE,477,CYBR,201,1,
CSCE,477,CSCE,201,1,
CSCE,477,CSCE,221,1,
CSCE,482,CSCE,411,1,
CSCE,482,CSCE,315,2,
CSCE,482,CSCE,331,2,
CSCE,483,CSCE,315,1,
CSCE,483,CSCE,331,1,
CSCE,483,CSCE,462,2,
CSCE,483,ECEN,449,2,
CSCE,483,ECEN,325,3,
CSCE,489,CSCE,221,1,
CSCE,489,CSCE,313,2,
CULN,305,NUTR,301,1,
CVEN,207,ENGL,103,1,
CVEN,207,ENGL,104,1,
CVEN,221,PHYS,206,1,
CVEN,221,ENGR,216,2,
CVEN,221,PHYS,216,2,
CVEN,221,MATH,251,3,
CVEN,221,MATH,253,3,
CVEN,301,CHEM,107,1,
CVEN,301,CVEN,302,2,
CVEN,301,MATH,308,3,
CVEN,302,ENGR,102,1,
CVEN,302,PHYS,206,2,
CVEN,302,MATH,308,3,
CVEN,303,MATH,151,1,
CVEN,304,CVEN,301,1,
CVEN,304,EVEN,301,1,
CVEN,304,CVEN,311,2,
CVEN,304,EVEN,311,2,
CVEN,305,CVEN,221,1,
CVEN,305,MEEN,221,1,
CVEN,305,MEEN,225,1,
CVEN,306,CVEN,305,1,
CVEN,306,MATH,308,2,
CVEN,306,CHEM,107,3,
CVEN,306,PHYS,207,4,
CVEN,306,ENGR,217,5,
CVEN,306,PHYS,217,5,
CVEN,306,CVEN,221,6,
CVEN,307,PHYS,206,1,
CVEN,307,STAT,211,2,
CVEN,311,MATH,251,1,
CVEN,311,MATH,253,1,
CVEN,311,CVEN,221,2,
CVEN,311,CVEN,302,3,
CVEN,314,CVEN,302,1,
CVEN,315,CVEN,302,1,
CVEN,322,STAT,211,1,
CVEN,322,ENGR,102,2,
CVEN,322,MATH,251,3,
CVEN,339,CVEN,311,1,
CVEN,339,EVEN,311,1,
CVEN,342,CVEN,302,1,
CVEN,342,CVEN,305,2,
CVEN,342,CVEN,306,3,
CVEN,342,ENGL,210,4,
CVEN,342,COMM,205,4,
CVEN,345,CVEN,302,1,
CVEN,345,CVEN,305,2,
CVEN,349,CVEN,322,1,
CVEN,363,CVEN,302,1,
CVEN,363,CVEN,305,2,
CVEN,363,MATH,308,3,
CVEN,365,CVEN,305,1,
CVEN,365,CVEN,302,2,
CVEN,365,ENGL,210,3,
CVEN,365,COMM,205,3,
CVEN,399,CVEN,207,1,
CVEN,399,CVEN,250,2,
CVEN,399,CVEN,303,3,
CVEN,399,CVEN,306,4,
CVEN,399,CVEN,311,5,
CVEN,399,CVEN,322,6,
CVEN,399,CVEN,345,7,
CVEN,399,CVEN,363,8,
CVEN,400,CVEN,303,1,
CVEN,400,CVEN,322,2,
CVEN,400,CVEN,345,3,
CVEN,400,CVEN,399,4,
CVEN,400,CVEN,304,5,
CVEN,400,CVEN,336,5,
CVEN,400,CVEN,342,5,
CVEN,400,CVEN,343,5,
CVEN,400,CVEN,365,5,
CVEN,400,CVEN,402,6,
CVEN,400,CVEN,418,6,
CVEN,400,CVEN,435,6,
CVEN,400,CVEN,444,6,
CVEN,400,CVEN,446,6,
CVEN,400,CVEN,455,6,
CVEN,400,CVEN,457,6,
CVEN,400,CVEN,458,6,
CVEN,400,CVEN,462,6,
CVEN,400,CVEN,465,6,
CVEN,400,CVEN,473,6,
CVEN,402,CVEN,301,1,
CVEN,402,EVEN,301,1,
CVEN,406,CVEN,301,1,
CVEN,406,EVEN,301,1,
CVEN,413,CVEN,301,1,
CVEN,413,EVEN,301,1,
CVEN,418,CVEN,307,1,
CVEN,418,CVEN,342,2,
CVEN,418,CVEN,343,2,
CVEN,423,CVEN,303,1,
CVEN,423,EVEN,339,1,
CVEN,424,CVEN,322,1,
CVEN,424,CVEN,399,2,
CVEN,435,CVEN,365,1,
CVEN,444,CVEN,345,1,
CVEN,444,CVEN,342,2,
CVEN,444,CVEN,343,2,
CVEN,445,CVEN,345,1,
CVEN,445,CVEN,363,2,
CVEN,446,CVEN,345,1,
CVEN,449,CVEN,250,1,
CVEN,449,CVEN,345,2,
CVEN,456,CVEN,307,1,
CVEN,456,CVEN,399,2,
CVEN,456,CVEN,342,3,
CVEN,456,CVEN,343,3,
CVEN,456,CVEN,418,4,
CVEN,456,CVEN,444,4,
CVEN,456,CVEN,457,4,
CVEN,458,CVEN,339,1,
CVEN,458,EVEN,339,1,
CVEN,463,CVEN,339,1,
CVEN,463,EVEN,339,1,
CVEN,473,CVEN,349,1,
CVEN,483,CVEN,365,1,
CVEN,483,CVEN,444,2,
CVEN,483,CVEN,446,3,
CVEN,483,CVEN,399,4,
DAEN,210,STAT,211,1,
DAEN,301,DAEN,300,1,
DAEN,301,ISEN,413,2,
DAEN,301,DAEN,323,3,
DAEN,301,DAEN,328,4,
DAEN,323,DAEN,321,1,
DAEN,328,ISEN,413,1,
DCED,215,KINE,120,1,
DCED,306,DCED,240,1,
DCED,306,DCED,242,1,
DCED,387,DCED,286,1,
DCED,416,DCED,305,1,
ECCB,302,BIOL,111,1,
ECCB,302,BIOL,112,2,
ECCB,302,BIOL,101,2,
ECCB,302,BIOL,107,3,
ECCB,303,RENR,205,1,
ECCB,303,ECCB,205,1,
ECCB,303,BIOL,111,1,
ECCB,303,BIOL,112,1,
ECCB,304,RENR,205,1,
ECCB,304,ECCB,205,1,
ECCB,307,ECCB,205,1,
ECCB,307,RENR,205,1,
ECCB,310,BIOL,111,1,
ECCB,313,BIOL,111,1,
ECCB,313,BIOL,112,2,
ECCB,315,ECCB,302,1,
ECCB,315,WFSC,302,1,
ECCB,315,BIOL,318,1,
ECCB,316,ECCB,315,1,
ECCB,316,WFSC,315,1,
ECCB,400,BIOL,112,1,
ECCB,401,ECCB,302,1,
ECCB,401,WFSC,302,1,
ECCB,401,BIOL,318,1,
ECCB,402,ECCB,302,1,
ECCB,402,WFSC,302,1,
ECCB,402,BIOL,318,1,
ECCB,403,RENR,205,1,
ECCB,403,ECCB,205,1,
ECCB,407,ECCB,351,1,
ECCB,407,ESSM,351,1,
ECCB,430,ECCB,205,1,
ECCB,430,RENR,205,1,
ECCB,430,ESSM,320,2,
ECCB,430,ECCB,320,2,
ECCB,462,BIOL,107,1,
ECCB,462,BIOL,111,1,
ECCB,462,BIOL,357,1,
ECCB,462,ECCB,205,1,
ECCB,462,RENR,205,1,
ECEN,214,PHYS,207,1,
ECEN,214,PHYS,208,1,
ECEN,214,CHEM,107,2,
ECEN,214,CHEM,102,2,
ECEN,214,CHEM,120,2,
ECEN,214,MATH,308,3,
ECEN,215,MATH,251,1,
ECEN,215,MATH,253,1,
ECEN,215,PHYS,207,2,
ECEN,215,PHYS,208,2,
ECEN,248,MATH,152,1,
ECEN,248,PHYS,207,2,
ECEN,248,PHYS,208,2,
ECEN,250,ENGR,102,1,
ECEN,250,MATH,251,2,
ECEN,250,MATH,253,2,
ECEN,303,MATH,251,1,
ECEN,303,MATH,253,1,
ECEN,303,ECEN,248,2,
ECEN,314,ECEN,214,1,
ECEN,314,MATH,308,2,
ECEN,322,ECEN,214,1,
ECEN,322,PHYS,207,2,
ECEN,322,PHYS,208,2,
ECEN,322,MATH,311,3,
ECEN,325,MATH,311,1,
ECEN,325,ECEN,314,2,
ECEN,326,ECEN,314,1,
ECEN,326,ECEN,325,2,
ECEN,333,ECEN,214,1,
ECEN,340,ECEN,214,1,
ECEN,350,ECEN,248,1,
ECEN,360,ENGR,102,1,
ECEN,360,CSCE,110,1,
ECEN,360,CSCE,111,1,
ECEN,360,CSCE,206,1,
ECEN,360,MATH,251,2,
ECEN,360,MATH,253,2,
ECEN,360,STAT,211,2,
ECEN,370,PHYS,222,1,
ECEN,399,ECEN,484,1,
ECEN,399,ECEN,491,1,
ECEN,399,ENGR,484,1,
ECEN,399,ENGR,491,1,
ECEN,399,ENGR,385,1,
ECEN,399,ECEN,403,2,
ECEN,403,COMM,205,1,
ECEN,403,COMM,243,1,
ECEN,403,ENGL,210,1,
ECEN,403,ECEN,314,2,
ECEN,403,ECEN,325,3,
ECEN,403,ECEN,350,4,
ECEN,403,CSCE,350,4,
ECEN,403,ECEN,303,5,
ECEN,403,ECEN,322,6,
ECEN,403,ECEN,370,7,
ECEN,403,CSCE,315,7,
ECEN,403,CSCE,331,7,
ECEN,403,ECEN,303,8,
ECEN,403,STAT,211,8,
ECEN,403,ECEN,449,9,
ECEN,403,CSCE,462,9,
ECEN,404,ECEN,403,1,
ECEN,411,MATH,251,1,
ECEN,411,MATH,253,1,
ECEN,411,PHYS,207,2,
ECEN,411,PHYS,208,2,
ECEN,412,ECEN,314,1,
ECEN,420,ECEN,314,1,
ECEN,420,MATH,308,2,
ECEN,423,MATH,311,1,
ECEN,424,ECEN,303,1,
ECEN,424,STAT,211,1,
ECEN,433,ECEN,370,1,
ECEN,438,ECEN,340,1,
ECEN,441,ECEN,340,1,
ECEN,445,ECEN,322,1,
ECEN,449,ECEN,248,1,
ECEN,454,ECEN,214,1,
ECEN,454,ECEN,248,2,
ECEN,455,ECEN,314,1,
ECEN,455,ECEN,303,2,
ECEN,455,STAT,211,2,
ECEN,460,ECEN,340,1,
ECEN,461,ECEN,325,1,
ECEN,461,ECEN,303,2,
ECEN,461,STAT,211,2,
ECEN,465,ECEN,370,1,
ECEN,467,ECEN,322,1,
ECEN,467,ECEN,370,2,
ECEN,470,ECEN,322,1,
ECEN,470,ECEN,370,2,
ECEN,471,ECEN,325,1,
ECEN,473,ECEN,325,1,
ECEN,473,ECEN,370,2,
ECEN,480,ECEN,322,1,
ECEN,489,ECEN,325,1,
ECEN,689,ECEN,651,1,
ECEN,689,ECEN,676,1,
ECEN,689,CSCE,614,1,
ECEN,689,ECEN,469,1,
ECEN,720,ECEN,474,1,
ECMT,461,MATH,140,1,
ECMT,461,MATH,151,1,
ECMT,461,MATH,171,1,
ECMT,463,ECON,323,1,
ECMT,463,ECMT,461,2,
ECMT,463,STAT,211,2,
ECMT,463,STAT,303,2,
ECON,203,ECON,202,1,
ECON,311,ECON,203,1,
ECON,315,ECON,202,1,
ECON,323,ECON,202,1,
ECON,323,MATH,142,2,
ECON,323,MATH,151,2,
ECON,323,MATH,171,2,
ECON,330,ECON,202,1,
ECON,330,ECON,203,2,
ECON,410,ECON,203,1,
ECON,412,ECON,323,1,
ECON,416,ECON,323,1,
ECON,418,ECON,323,1,
ECON,419,ECON,323,1,
ECON,421,ECON,323,1,
ECON,425,ECON,323,1,
ECON,436,ECON,323,1,
ECON,440,ECON,323,1,
ECON,449,ECON,323,1,
ECON,452,ECON,323,1,
ECON,459,ECON,323,1,
ECON,459,MATH,142,2,
ECON,459,MATH,131,2,
ECON,459,MATH,151,2,
ECON,459,MATH,171,2,
ECON,465,ECON,323,1,
ECON,465,ECON,410,2,
ECON,470,ECON,323,1,
ECON,470,ECMT,461,2,
ECON,470,STAT,211,2,
ECON,470,STAT,303,2,
ECON,656,ECON,630,1,
ECON,656,ECMT,676,2,
EDCI,354,EDCI,353,1,
EDCI,354,TEFB,371,2,
EDCI,358,TEFB,322,1,
EHRD,111,EHRD,101,1,
EHRD,315,EHRD,203,1,
EHRD,315,EHRD,210,2,
EHRD,372,EHRD,203,1,
EHRD,372,EHRD,210,2,
EHRD,374,EHRD,203,1,
EHRD,374,EHRD,210,2,
EHRD,391,EHRD,203,1,
EHRD,391,MATH,140,2,
EHRD,391,MATH,142,3,
EHRD,402,EHRD,371,1,
EHRD,413,EHRD,203,1,
EHRD,413,EHRD,210,2,
EHRD,481,EHRD,203,1,
EHRD,490,EHRD,391,1,
ENGL,303,ENGL,104,1,
ENGL,308,ENGL,202,1,
ENGL,308,ENGL,203,1,
ENGL,308,ENGL,212,1,
ENGL,308,ENGL,206,1,
ENGL,308,ENGL,219,1,
ENGL,308,ENGL,227,1,
ENGL,308,ENGL,228,1,
ENGL,308,ENGL,231,1,
ENGL,308,ENGL,232,1,
ENGL,308,ENGL,204,1,
ENGL,308,AFST,204,1,
ENGL,308,ENGL,205,1,
ENGL,308,AFST,205,1,
ENGL,308,ENGL,221,1,
ENGL,308,MODL,221,1,
ENGL,308,ENGL,222,1,
ENGL,308,MODL,222,1,
ENGL,308,ENGL,303,1,
ENGL,308,ENGL,312,1,
ENGL,308,ENGL,313,1,
ENGL,308,ENGL,314,1,
ENGL,308,ENGL,315,1,
ENGL,308,ENGL,316,1,
ENGL,308,ENGL,317,1,
ENGL,308,ENGL,321,1,
ENGL,308,ENGL,322,1,
ENGL,308,ENGL,323,1,
ENGL,308,ENGL,330,1,
ENGL,308,ENGL,331,1,
ENGL,308,ENGL,334,1,
ENGL,308,ENGL,335,1,
ENGL,308,ENGL,336,1,
ENGL,308,ENGL,337,1,
ENGL,308,ENGL,338,1,
ENGL,308,ENGL,340,1,
ENGL,308,ENGL,350,1,
ENGL,308,ENGL,352,1,
ENGL,308,ENGL,357,1,
ENGL,308,ENGL,360,1,
ENGL,308,ENGL,361,1,
ENGL,308,ENGL,372,1,
ENGL,308,ENGL,373,1,
ENGL,308,ENGL,375,1,
ENGL,308,ENGL,376,1,
ENGL,308,ENGL,377,1,
ENGL,308,ENGL,378,1,
ENGL,308,ENGL,390,1,
ENGL,308,ENGL,391,1,
ENGL,308,ENGL,394,1,
ENGL,308,ENGL,396,1,
ENGL,308,ENGL,356,1,
ENGL,308,FILM,356,1,
ENGL,308,ENGL,365,1,
ENGL,308,RELS,360,1,
ENGL,308,ENGL,392,1,
ENGL,308,RELS,392,1,
ENGL,308,ENGL,329,1,
ENGL,308,AFST,329,1,
ENGL,308,ENGL,339,1,
ENGL,308,AFST,339,1,
ENGL,308,ENGL,379,1,
ENGL,308,AFST,379,1,
ENGL,308,ENGL,393,1,
ENGL,308,AFST,393,1,
ENGL,308,ENGL,333,1,
ENGL,308,WGST,333,1,
ENGL,308,ENGL,374,1,
ENGL,308,WGST,374,1,
ENGL,308,ENGL,362,1,
ENGL,308,HISP,362,1,
ENGL,308,ENGL,305,1,
ENGL,308,ENGL,306,1,
ENGL,308,ENGL,292,1,
ENGL,308,ENGL,343,1,
ENGL,308,ENGL,395,1,
ENGL,313,ENGL,202,1,
ENGL,313,ENGL,203,1,
ENGL,313,ENGL,206,1,
ENGL,313,ENGL,212,1,
ENGL,313,ENGL,219,1,
ENGL,313,ENGL,227,1,
ENGL,313,ENGL,228,1,
ENGL,313,ENGL,231,1,
ENGL,313,ENGL,232,1,
ENGL,313,ENGL,204,1,
ENGL,313,AFST,204,1,
ENGL,313,ENGL,205,1,
ENGL,313,AFST,205,1,
ENGL,313,ENGL,221,1,
ENGL,313,MODL,221,1,
ENGL,313,ENGL,222,1,
ENGL,313,MODL,222,1,
ENGL,313,ENGL,303,1,
ENGL,313,ENGL,312,1,
ENGL,313,ENGL,314,1,
ENGL,313,ENGL,315,1,
ENGL,313,ENGL,316,1,
ENGL,313,ENGL,317,1,
ENGL,313,ENGL,321,1,
ENGL,313,ENGL,322,1,
ENGL,313,ENGL,323,1,
ENGL,313,ENGL,330,1,
ENGL,313,ENGL,331,1,
ENGL,313,ENGL,334,1,
ENGL,313,ENGL,335,1,
ENGL,313,ENGL,336,1,
ENGL,313,ENGL,337,1,
ENGL,313,ENGL,338,1,
ENGL,313,ENGL,340,1,
ENGL,313,ENGL,350,1,
ENGL,313,ENGL,352,1,
ENGL,313,ENGL,357,1,
ENGL,313,ENGL,360,1,
ENGL,313,ENGL,361,1,
ENGL,313,ENGL,372,1,
ENGL,313,ENGL,373,1,
ENGL,313,ENGL,375,1,
ENGL,313,ENGL,376,1,
ENGL,313,ENGL,377,1,
ENGL,313,ENGL,378,1,
ENGL,313,ENGL,390,1,
ENGL,313,ENGL,391,1,
ENGL,313,ENGL,394,1,
ENGL,313,ENGL,396,1,
ENGL,313,ENGL,356,1,
ENGL,313,FILM,356,1,
ENGL,313,ENGL,365,1,
ENGL,313,RELS,360,1,
ENGL,313,ENGL,392,1,
ENGL,313,RELS,392,1,
ENGL,313,ENGL,329,1,
ENGL,313,AFST,329,1,
ENGL,313,ENGL,339,1,
ENGL,313,AFST,339,1,
ENGL,313,ENGL,379,1,
ENGL,313,AFST,379,1,
ENGL,313,ENGL,393,1,
ENGL,313,AFST,393,1,
ENGL,313,ENGL,333,1,
ENGL,313,WGST,333,1,
ENGL,313,ENGL,374,1,
ENGL,313,WGST,374,1,
ENGL,313,ENGL,362,1,
ENGL,313,HISP,362,1,
ENGL,313,ENGL,305,1,
ENGL,313,ENGL,306,1,
ENGL,313,ENGL,292,1,
ENGL,313,ENGL,343,1,
ENGL,313,ENGL,395,1,
ENGL,314,ENGL,203,1,
ENGL,314,ENGL,212,1,
ENGL,314,ENGL,219,1,
ENGL,314,ENGL,227,1,
ENGL,314,ENGL,228,1,
ENGL,314,ENGL,231,1,
ENGL,314,ENGL,232,1,
ENGL,314,ENGL,204,1,
ENGL,314,AFST,204,1,
ENGL,314,ENGL,205,1,
ENGL,314,AFST,205,1,
ENGL,314,ENGL,221,1,
ENGL,314,MODL,221,1,
ENGL,314,ENGL,222,1,
ENGL,314,MODL,222,1,
ENGL,314,ENGL,303,1,
ENGL,314,ENGL,312,1,
ENGL,314,ENGL,313,1,
ENGL,314,ENGL,315,1,
ENGL,314,ENGL,316,1,
